ID;tombe;site;province;zone_geo;amphore;monnaie;lampe;armement;parure;strigile;instrument.de.toilette;miroir;vaisselle.métallique;vaisselle.en.verre;matériaux.précieux;char;lit.funéraire;instrument.écriture;quantité.objet;tombe_multiple;sexe.defunt;classe.age.defunt;date_debut;date_fin;intervalle_personnalise;groupe_cah;x;y
651;WED_grab 482;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
652;WED_grab 483;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
653;WED_grab 489;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
654;WED_grab 49;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
655;WED_grab 490;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
656;WED_grab 491;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
657;WED_grab 494;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
658;WED_grab 495;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
659;WED_grab 496;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
660;WED_grab 497;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
661;WED_grab 499;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
662;WED_grab 5;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
663;WED_grab 506;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
664;WED_grab 515;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
665;WED_grab 519;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
666;WED_grab 521;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
667;WED_grab 522;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
668;WED_grab 524;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
669;WED_grab 526;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
670;WED_grab 528;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;7;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
671;WED_grab 531;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
672;WED_grab 540;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
673;WED_grab 541;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
674;WED_grab 542;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
675;WED_grab 543;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
676;WED_grab 546;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
677;WED_grab 55;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
678;WED_grab 563;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
679;WED_grab 566;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;1;0;0;0;7;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
680;WED_grab 568;WED;Germanie;Gaule du nord;0;0;1;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
681;WED_grab 572;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
682;WED_grab 576;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
683;WED_grab 578;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
684;WED_grab 58;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
685;WED_grab 580;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
686;WED_grab 584;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
687;WED_grab 591;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
688;WED_grab 593;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
689;WED_grab 595;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
690;WED_grab 597;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
691;WED_grab 60;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
692;WED_grab 600;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
693;WED_grab 602;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
694;WED_grab 603;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
695;WED_grab 606;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
696;WED_grab 610;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
697;WED_grab 611;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
698;WED_grab 617;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
699;WED_grab 619;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
700;WED_grab 620;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
701;WED_grab 630;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
702;WED_grab 631;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
703;WED_grab 633;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
704;WED_grab 636;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
705;WED_grab 637;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
706;WED_grab 639;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
707;WED_grab 645;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
708;WED_grab 648;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
709;WED_grab 650;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
710;WED_grab 654;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
711;WED_grab 655;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
712;WED_grab 656;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
713;WED_grab 659;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
714;WED_grab 665;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
715;WED_grab 666;WED;Germanie;Gaule du nord;0;0;0;1;1;0;0;0;0;0;0;0;0;0;6;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
716;WED_grab 667;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
717;WED_grab 668;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
718;WED_grab 670;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
719;WED_grab 671;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
720;WED_grab 673;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
721;WED_grab 675;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
722;WED_grab 676;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
723;WED_grab 678;WED;Germanie;Gaule du nord;0;0;0;1;1;0;0;0;0;0;0;0;0;0;5;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
724;WED_grab 681;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
725;WED_grab 685;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
726;WED_grab 690;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
727;WED_grab 691;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
728;WED_grab 692;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
729;WED_grab 693;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
730;WED_grab 695;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
731;WED_grab 696;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
732;WED_grab 697;WED;Germanie;Gaule du nord;0;0;0;1;1;0;0;0;0;0;0;0;0;0;15;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
733;WED_grab 698;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
734;WED_grab 700;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
735;WED_grab 702;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
736;WED_grab 703;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
737;WED_grab 714;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
738;WED_grab 725;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
739;WED_grab 727;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
740;WED_grab 728;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;masculin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
741;WED_grab 732;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
742;WED_grab 733;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
743;WED_grab 741;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
744;WED_grab 742;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
745;WED_grab 743;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
746;WED_grab 746;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
747;WED_grab 749;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
748;WED_grab 750;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
749;WED_grab 756;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
750;WED_grab 76;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
751;WED_grab 760;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
752;WED_grab 763;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
753;WED_grab 768;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
754;WED_grab 775;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
755;WED_grab 779;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
756;WED_grab 781;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
757;WED_grab 8;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
758;WED_grab 803;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
759;WED_grab 808;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
760;WED_grab 813;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
761;WED_grab 821;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
762;WED_grab 825;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
763;WED_grab 839;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
764;WED_grab 844;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
765;WED_grab 849;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
766;WED_grab 85;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
767;WED_grab 858;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
768;WED_grab 865;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
769;WED_grab 874;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
770;WED_grab 882;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
771;WED_grab 887;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
772;WED_grab 892;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
773;WED_grab 894;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
774;WED_grab 898;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;oui;indéterminé;mixte (adulte + enfant);-20;100;-75-1;10;49.86499;7.16444
775;WED_grab 899;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
776;WED_grab 9;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;oui;indéterminé;mixte (indéterminé);-20;100;-75-1;10;49.86499;7.16444
777;WED_grab 901;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
778;WED_grab 906;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;non;masculin probable;enfant;-20;100;-75-1;10;49.86499;7.16444
779;WED_grab 909;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
780;WED_grab 914;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
781;WED_grab 917;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100;-75-1;10;49.86499;7.16444
782;WED_grab 918;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
783;WED_grab 920;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;bébé;-20;100;-75-1;10;49.86499;7.16444
784;WED_grab 925;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
785;WED_grab 927;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
786;WED_grab 929;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
787;WED_grab 934;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin probable;adulte;-20;100;-75-1;10;49.86499;7.16444
788;WED_grab 936;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
789;WED_grab 937;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
790;WED_grab 940;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;oui;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
791;WED_grab 942;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
792;WED_grab 943;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
793;WED_grab 954;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
794;WED_grab 962;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
795;WED_grab 963;WED;Germanie;Gaule du nord;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
796;WED_grab 964;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;féminin;adulte;-20;100;-75-1;10;49.86499;7.16444
797;WED_grab 966;WED;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
798;WED_grab 967;WED;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte;-20;100;-75-1;10;49.86499;7.16444
799;WED_grab 969;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
800;WED_grab 978;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
801;WED_grab 98;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;enfant;-20;100;-75-1;10;49.86499;7.16444
802;WED_grab 982;WED;Germanie;Gaule du nord;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100;-75-1;10;49.86499;7.16444
