"ID";"tombe";"site";"province";"zone_geo";"amphore";"monnaie";"lampe";"armement";"parure";"strigile";"instrument.de.toilette";"miroir";"vaisselle.métallique";"vaisselle.en.verre";"matériaux.précieux";"char";"lit.funéraire";"instrument.écriture";"quantité.objet";"tombe_multiple";"sexe.defunt";"classe.age.defunt";"date_debut";"date_fin";"centre_chrono";"intervalle_personnalise";"groupe_cah";"diversite"
"382";"SPTC_tombe 68";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;21;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";1
"383";"SPTC_tombe 69";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;"non";"masculin";"adulte";70;200;135;"100 - 300";"1";1
"384";"SPTC_tombe 7";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;1;1;0;0;0;39;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";2
"385";"SPTC_tombe 70";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";0
"386";"SPTC_tombe 75";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";70;200;135;"100 - 300";"1";0
"387";"SPTC_tombe 76";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;8;"non";"indéterminé";"adulte";60;100;80;"1 - 100";"1";2
"388";"SPTC_tombe 77";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";15;100;57,5;"1 - 100";"1";0
"389";"SPTC_tombe 78";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";70;200;135;"100 - 300";"1";1
"390";"SPTC_tombe 79";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";2
"391";"SPTC_tombe 81";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"masculin";"adulte";60;100;80;"1 - 100";"1";1
"392";"SPTC_tombe 82";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"non";"indéterminé";"enfant";60;100;80;"1 - 100";"1";1
"393";"SPTC_tombe 84 bis";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";0
"394";"SPTC_tombe 85";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";15;100;57,5;"1 - 100";"1";0
"395";"SPTC_tombe 88";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"non";"masculin";"adulte";15;70;42,5;"1 - 100";"1";1
"396";"SPTC_tombe 9";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"non";"indéterminé";"adulte";15;70;42,5;"1 - 100";"1";1
"397";"SPTC_tombe 90 I";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;"non";"masculin";"adulte";140;200;170;"100 - 300";"1";0
"398";"SPTC_tombe 90 II";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"non";"féminin";"adulte";140;200;170;"100 - 300";"1";0
"399";"SPTC_tombe 93";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;1;1;0;0;0;0;0;0;1;0;0;0;0;5;"non";"indéterminé";"adulte";140;200;170;"100 - 300";"1";3
"400";"SPTC_tombe 97";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"non";"féminin";"adulte";100;200;150;"100 - 300";"1";1
"401";"SPTC_tombe 98";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;7;"non";"indéterminé";"indéterminé";70;150;110;"100 - 300";"1";2
"402";"SPTC_tombe 99";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"indéterminé";15;70;42,5;"1 - 100";"1";1
"403";"SPTC_tombe C3";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"indéterminé";15;100;57,5;"1 - 100";"1";0
"404";"SPTC_tombe C5";"SPTC";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;"non";"indéterminé";"indéterminé";60;100;80;"1 - 100";"1";2
"405";"STL_sans US";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-50;400;175;"100 - 300";"2";0
"406";"STL_T102";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";96;400;248;"100 - 300";"2";0
"407";"STL_T103";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-27;300;136,5;"100 - 300";"1";0
"408";"STL_T104";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"enfant";14;68;41;"1 - 100";"1";1
"409";"STL_T105";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"adulte";193;235;214;"100 - 300";"1";0
"410";"STL_T107";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";0
"411";"STL_T108";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";0
"412";"STL_T109";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";0
"413";"STL_T109/110";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";0
"414";"STL_T111A";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";0
"415";"STL_T111B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"416";"STL_T112";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";96;235;165,5;"100 - 300";"1";0
"417";"STL_T113";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"418";"STL_T114";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"enfant";-27;70;21,5;"1 - 100";"1";0
"419";"STL_T115";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"enfant";-27;70;21,5;"1 - 100";"1";0
"420";"STL_T116";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";0
"421";"STL_T11A";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";1
"422";"STL_T11B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";1
"423";"STL_T13";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"enfant";69;96;82,5;"1 - 100";"1";1
"424";"STL_T130";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";69;96;82,5;"1 - 100";"1";0
"425";"STL_T131";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"non";"indéterminé";"enfant";69;96;82,5;"1 - 100";"1";1
"426";"STL_T136";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"427";"STL_T137";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"indéterminé";-27;70;21,5;"1 - 100";"1";0
"428";"STL_T138";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";0
"429";"STL_T140A";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"430";"STL_T140B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"enfant";-50;400;175;"100 - 300";"2";0
"431";"STL_T141";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"oui";"indéterminé";"mixte (adulte + enfant)";-50;400;175;"100 - 300";"2";0
"432";"STL_T143";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"enfant";-27;70;21,5;"1 - 100";"1";0
"433";"STL_T144";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";200;300;250;"100 - 300";"2";0
"434";"STL_T145";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"435";"STL_T148";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";0
"436";"STL_T149";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";1
"437";"STL_T15";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";0
"438";"STL_T152";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";1
"439";"STL_T153";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"440";"STL_T153B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"441";"STL_T154A";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"442";"STL_T154B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;18;"oui";"indéterminé";"adulte";14;68;41;"1 - 100";"1";1
"443";"STL_T155";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;1;45;"non";"féminin";"adulte";14;68;41;"1 - 100";"1";1
"444";"STL_T157";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"445";"STL_T158B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;1;0;0;0;0;0;0;0;0;0;11;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";2
"446";"STL_T16";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"447";"STL_T160";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;"non";"indéterminé";"indéterminé";-27;14;-6,5;"-75 - 1";"1";1
"448";"STL_T161B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"enfant";-27;200;86,5;"1 - 100";"1";0
"449";"STL_T162";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"450";"STL_T165";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";-50;-25;-37,5;"-75 - 1";"1";0
"451";"STL_T166";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"452";"STL_T167";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"453";"STL_T17";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"454";"STL_T173";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"indéterminé";14;68;41;"1 - 100";"1";0
"455";"STL_T174";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;37;"non";"indéterminé";"enfant";-27;96;34,5;"1 - 100";"1";1
"456";"STL_T175";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";0
"457";"STL_T176/177";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"indéterminé";-27;70;21,5;"1 - 100";"1";0
"458";"STL_T178";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";0
"459";"STL_T179A";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;12;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"460";"STL_T179B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"461";"STL_T181";"STL";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;11;"non";"indéterminé";"enfant";-50;400;175;"100 - 300";"2";1
"462";"STL_T182";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"463";"STL_T183";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"464";"STL_T185";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;"oui";"indéterminé";"mixte (indéterminé)";41;68;54,5;"1 - 100";"1";0
"465";"STL_T186";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;1;0;2;"non";"indéterminé";"enfant";-27;14;-6,5;"-75 - 1";"1";2
"466";"STL_T188";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";69;96;82,5;"1 - 100";"1";1
"467";"STL_T19";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"468";"STL_T190";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"469";"STL_T192";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"470";"STL_T195";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-50;400;175;"100 - 300";"2";1
"471";"STL_T198";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";0
"472";"STL_T199";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";1
"473";"STL_T20";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";1
"474";"STL_T202";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"enfant";14;68;41;"1 - 100";"1";0
"475";"STL_T203";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;300;136,5;"100 - 300";"1";0
"476";"STL_T204";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;1;0;0;0;16;"non";"indéterminé";"enfant";-27;37;5;"1 - 100";"1";2
"477";"STL_T205";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;1;9;"non";"indéterminé";"adulte";14;37;25,5;"1 - 100";"1";2
"478";"STL_T206";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;14;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";1
"479";"STL_T207";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"enfant";-50;400;175;"100 - 300";"2";0
"480";"STL_T208";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"enfant";-27;37;5;"1 - 100";"1";1
"481";"STL_T209";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"adulte";14;37;25,5;"1 - 100";"1";1
"482";"STL_T210";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";14;37;25,5;"1 - 100";"1";0
"483";"STL_T211";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;"non";"indéterminé";"enfant";-27;70;21,5;"1 - 100";"1";0
"484";"STL_T213";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";0
"485";"STL_T214";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";0
"486";"STL_T215";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;1;0;67;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";2
"487";"STL_T216";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;7;"non";"indéterminé";"indéterminé";-27;14;-6,5;"-75 - 1";"1";1
"488";"STL_T217";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";0
"489";"STL_T218";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;1;0;0;0;17;"non";"indéterminé";"enfant";14;68;41;"1 - 100";"1";1
"490";"STL_T219";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"491";"STL_T22";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";1
"492";"STL_T220";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;55;"non";"indéterminé";"adulte";14;68;41;"1 - 100";"1";1
"493";"STL_T221";"STL";"Gaule Narbonnaise";"Gaule du sud";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";1
"494";"STL_T222";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";1
"495";"STL_T228";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"496";"STL_T229";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;1;0;9;"non";"indéterminé";"enfant";-27;14;-6,5;"-75 - 1";"1";2
"497";"STL_T230";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;12;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"498";"STL_T231";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-50;400;175;"100 - 300";"2";0
"499";"STL_T232";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;"non";"indéterminé";"bébé";-50;400;175;"100 - 300";"2";1
"500";"STL_T233";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-50;400;175;"100 - 300";"2";0
"501";"STL_T237";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"indéterminé";-27;96;34,5;"1 - 100";"1";0
"502";"STL_T238";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;"non";"indéterminé";"adulte";-27;200;86,5;"1 - 100";"1";1
"503";"STL_T241";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;"non";"indéterminé";"adulte";-27;14;-6,5;"-75 - 1";"1";1
"504";"STL_T243";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";1
"505";"STL_T245";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;1;0;0;0;11;"non";"indéterminé";"enfant";-27;14;-6,5;"-75 - 1";"1";1
"506";"STL_T246";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;"non";"indéterminé";"adulte";-27;70;21,5;"1 - 100";"1";0
"507";"STL_T247";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;"non";"indéterminé";"adulte";14;37;25,5;"1 - 100";"1";0
"508";"STL_T248";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;"non";"indéterminé";"indéterminé";14;68;41;"1 - 100";"1";0
"509";"STL_T250";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;47;"non";"indéterminé";"adulte";14;37;25,5;"1 - 100";"1";1
"510";"STL_T251";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;"oui";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"511";"STL_T253";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"non";"indéterminé";"adulte";-27;96;34,5;"1 - 100";"1";0
"512";"STL_T254";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;"non";"indéterminé";"adulte";-27;37;5;"1 - 100";"1";0
"513";"STL_T255";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";0
"514";"STL_T255B";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"adulte";41;68;54,5;"1 - 100";"1";1
"515";"STL_T256";"STL";"Gaule Narbonnaise";"Gaule du sud";0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;"non";"indéterminé";"bébé";-27;96;34,5;"1 - 100";"1";1
