ID;tombe;site;province;zone_geo;amphore;monnaie;lampe;armement;parure;strigile;instrument de toilette;miroir;vaisselle métallique;vaisselle en verre;matériaux précieux;char;lit funéraire;instrument écriture;quantité objet;tombe_multiple;sexe defunt;classe age defunt;date_debut;date_fin
1220;WED_grab 1922;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;-20;100
1221;WED_grab 1924;WED;Germanie;Gaule du nord;0;1;0;0;2;0;0;0;0;0;0;0;0;0;3;non;indéterminé;périnatal;-20;100
1222;WED_grab 1926;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1223;WED_grab 1945;WED;Germanie;Gaule du nord;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;juvenis ou jeune adulte;-20;100
1224;WED_grab 1950;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;1;0;0;0;0;4;non;féminin ?;adulte;-20;100
1225;WED_grab 1951;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;34;non;féminin;adulte;-20;100
1226;WED_grab 1952;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;périnatal;-20;100
1227;WED_grab 1955;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1228;WED_grab 1959;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;jeune adulte ou adulte mature;-20;100
1229;WED_grab 1965;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;-20;100
1230;WED_grab 1968;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1231;WED_grab 1969;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;non;indéterminé;périnatal;-20;100
1232;WED_grab 1971;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-20;100
1233;WED_grab 1972;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1234;WED_grab 1981;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1235;WED_grab 1993;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin ?;jeune adulte;-20;100
1236;WED_grab 1994;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;-20;100
1237;WED_grab 1996;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1238;WED_grab 1997;WED;Germanie;Gaule du nord;0;2;1;0;1;0;0;0;0;1;0;0;0;0;4;oui;indéterminé;périnatal ou infans I + infans I;-20;100
1239;WED_grab 2003;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;non;masculin ?;adulte;-20;100
1240;WED_grab 2004;WED;Germanie;Gaule du nord;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;non;indéterminé;périnatal ou infans I;-20;100
1241;WED_grab 2006;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;-20;100
1242;WED_grab 202;WED;Germanie;Gaule du nord;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100
1243;WED_grab 2023;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;infans II;-20;100
1244;WED_grab 2034;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte mature;-20;100
1245;WED_grab 2037;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte mature ou sénile;-20;100
1246;WED_grab 204;WED;Germanie;Gaule du nord;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;non;indéterminé;adulte;-20;100
1247;WED_grab 2040;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100
1248;WED_grab 2046;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte mature;-20;100
1249;WED_grab 205;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100
1250;WED_grab 2050;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;non;féminin;adulte;-20;100
1251;WED_grab 2051;WED;Germanie;Gaule du nord;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;non;indéterminé;infans I;-20;100
1252;WED_grab 2052;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;masculin ?;adulte sénile;-20;100
1253;WED_grab 2060;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100
1254;WED_grab 2063;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;non;indéterminé;indéterminé;-20;100
1255;WED_grab 2065;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;8;non;masculin ?;adulte mature;-20;100
1256;WED_grab 2066;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;-20;100
1257;WED_grab 2071;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;non;féminin ?;adulte;-20;100
1258;WED_grab 2072;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1259;WED_grab 2073;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1260;WED_grab 2076;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;infans II;-20;100
1261;WED_grab 2078;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;non;masculin;adulte mature ou sénile;-20;100
1262;WED_grab 208;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte sénile;-20;100
1263;WED_grab 2081;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-20;100
1264;WED_grab 2083;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100
1265;WED_grab 2086;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;périnatal ou infans I;-20;100
1266;WED_grab 2087;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100
1267;WED_grab 2089;WED;Germanie;Gaule du nord;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4;non;féminin ?;adulte;-20;100
1268;WED_grab 209;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1269;WED_grab 2090;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;féminin ?;adulte mature;-20;100
1270;WED_grab 2091;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1271;WED_grab 2092;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100
1272;WED_grab 2095;WED;Germanie;Gaule du nord;0;0;0;1;2;0;0;0;0;0;0;0;0;0;16;non;indéterminé;indéterminé;-20;100
1273;WED_grab 2096;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;jeune adulte;-20;100
1274;WED_grab 2097;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte;-20;100
1275;WED_grab 2098;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-20;100
1276;WED_grab 2099;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;infans I;-20;100
1277;WED_grab 2101;WED;Germanie;Gaule du nord;0;2;0;0;4;0;0;0;0;0;0;0;0;0;11;non;féminin ?;adulte;-20;100
1278;WED_grab 2104;WED;Germanie;Gaule du nord;0;0;1;0;2;0;0;0;0;0;0;0;0;0;4;non;indéterminé;infans I;-20;100
1279;WED_grab 2106;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;périnatal;-20;100
1280;WED_grab 2107;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte mature;-20;100
1281;WED_grab 2108;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;non;masculin ?;adulte sénile;-20;100
1282;WED_grab 211;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-20;100
1283;WED_grab 2113;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;périnatal ou infans I;-20;100
1284;WED_grab 2117;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin ?;jeune adulte;-20;100
1285;WED_grab 2119;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1286;WED_grab 2124;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;-20;100
1287;WED_grab 2125;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1288;WED_grab 2126;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;3;10;non;masculin ?;adulte;-20;100
1289;WED_grab 2128;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;-20;100
1290;WED_grab 2129;WED;Germanie;Gaule du nord;0;9;0;0;2;0;0;0;0;0;0;0;0;0;9;non;indéterminé;indéterminé;-20;100
1291;WED_grab 2131;WED;Germanie;Gaule du nord;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;périnatal ou infans I;-20;100
1292;WED_grab 2136;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1293;WED_grab 2139;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte mature;-20;100
1294;WED_grab 2141;WED;Germanie;Gaule du nord;0;1;0;0;3;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte mature;-20;100
1295;WED_grab 2144;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1296;WED_grab 2145;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II ou juvenis;-20;100
1297;WED_grab 2148;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-20;100
1298;WED_grab 2150;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;infans II;-20;100
1299;WED_grab 2157;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte mature;-20;100
1300;WED_grab 2158;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;-20;100
1301;WED_grab 216;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100
1302;WED_grab 2161;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;périnatal;-20;100
1303;WED_grab 2164;WED;Germanie;Gaule du nord;0;0;0;0;5;0;0;0;0;0;0;0;0;0;12;non;indéterminé;adulte;-20;100
1304;WED_grab 2165;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;non;masculin ?;adulte;-20;100
1305;WED_grab 2168;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;non;masculin ?;adulte mature;-20;100
1306;WED_grab 2169;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100
1307;WED_grab 2171;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;féminin ?;adulte mature;-20;100
1308;WED_grab 2173;WED;Germanie;Gaule du nord;0;1;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;indéterminé;-20;100
1309;WED_grab 2178;WED;Germanie;Gaule du nord;0;2;0;0;3;0;0;0;0;0;1;0;0;0;4;non;féminin ?;adulte;-20;100
1310;WED_grab 2183;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin;jeune adulte;-20;100
1311;WED_grab 2189;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100
1312;WED_grab 2196;WED;Germanie;Gaule du nord;0;15;0;0;3;0;0;0;0;0;0;0;0;0;13;non;indéterminé;indéterminé;-20;100
1313;WED_grab 2200;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1314;WED_grab 2201;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;-20;100
1315;WED_grab 2205;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;4;non;indéterminé;adulte;-20;100
1316;WED_grab 2207;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;-20;100
1317;WED_grab 2212;WED;Germanie;Gaule du nord;0;0;0;0;3;0;0;0;0;0;0;0;0;0;10;non;indéterminé;infans II;-20;100
1318;WED_grab 2215;WED;Germanie;Gaule du nord;0;2;0;2;2;0;0;0;0;0;0;0;0;0;7;non;masculin;adulte;-20;100
1319;WED_grab 2218;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin;adulte mature;-20;100
1320;WED_grab 2219;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1321;WED_grab 2226;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;non;indéterminé;périnatal;-20;100
1322;WED_grab 2229;WED;Germanie;Gaule du nord;0;4;0;0;0;0;0;0;0;0;0;0;0;0;6;non;masculin ?;adulte;-20;100
1323;WED_grab 2230;WED;Germanie;Gaule du nord;0;0;1;0;1;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte;-20;100
1324;WED_grab 2232;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;1;0;0;0;0;4;non;indéterminé;indéterminé;-20;100
1325;WED_grab 2233;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100
1326;WED_grab 2235;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;10;non;féminin;adulte;-20;100
1327;WED_grab 224;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;jeune adulte;-20;100
1328;WED_grab 2240;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;2;5;non;masculin ?;adulte;-20;100
1329;WED_grab 2242;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;non;indéterminé;adulte;-20;100
1330;WED_grab 2245;WED;Germanie;Gaule du nord;0;0;1;0;2;0;0;0;0;0;0;0;0;0;4;non;masculin ?;adulte mature;-20;100
1331;WED_grab 2250;WED;Germanie;Gaule du nord;0;1;0;0;3;0;0;0;1;0;0;0;0;0;8;non;indéterminé;périnatal ou infans I;-20;100
1332;WED_grab 2251;WED;Germanie;Gaule du nord;0;1;3;0;0;0;0;0;0;0;0;0;0;0;16;non;indéterminé;adulte mature;-20;100
1333;WED_grab 2252;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;juvenis ou adulte;-20;100
1334;WED_grab 2255;WED;Germanie;Gaule du nord;0;5;1;0;3;0;0;0;0;0;0;0;0;0;12;non;indéterminé;infans II;-20;100
1335;WED_grab 2256;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1336;WED_grab 226;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;jeune adulte;-20;100
1337;WED_grab 2265;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;non;indéterminé;adulte;-20;100
1338;WED_grab 2267;WED;Germanie;Gaule du nord;0;6;0;0;1;0;0;0;0;1;0;0;0;0;11;non;féminin;adulte sénile;-20;100
1339;WED_grab 227;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100
1340;WED_grab 2271;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1341;WED_grab 2272;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;non;indéterminé;périnatal;-20;100
1342;WED_grab 2273;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;-20;100
1343;WED_grab 2274;WED;Germanie;Gaule du nord;0;1;0;0;2;0;0;0;0;1;0;0;0;0;3;non;masculin ?;juvenis;-20;100
1344;WED_grab 2277;WED;Germanie;Gaule du nord;0;7;1;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin;adulte mature;-20;100
1345;WED_grab 2278;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;2;2;non;masculin ?;adulte;-20;100
1346;WED_grab 2283;WED;Germanie;Gaule du nord;0;0;0;0;3;0;0;0;2;0;0;0;0;0;24;non;indéterminé;indéterminé;-20;100
1347;WED_grab 2286;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1348;WED_grab 2287;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;-20;100
1349;WED_grab 2289;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;non;féminin;adulte;-20;100
1350;WED_grab 2293;WED;Germanie;Gaule du nord;0;2;0;0;1;0;0;0;0;0;0;0;0;0;7;non;indéterminé;indéterminé;-20;100
1351;WED_grab 2294;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;périnatal;-20;100
1352;WED_grab 2295;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;-20;100
1353;WED_grab 2297;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;-20;100
1354;WED_grab 2299;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;non;indéterminé;adulte sénile;-20;100
1355;WED_grab 230;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-20;100
1356;WED_grab 2300;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;non;indéterminé;indéterminé;-20;100
1357;WED_grab 2303;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans II;-20;100
1358;WED_grab 2308;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;non;masculin ?;adulte;-20;100
1359;WED_grab 2309;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte;-20;100
1360;WED_grab 2310;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1361;WED_grab 2312;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;féminin ?;adulte;-20;100
1362;WED_grab 2314;WED;Germanie;Gaule du nord;0;1;0;0;1;0;0;0;0;0;0;0;0;0;3;non;féminin ?;adulte;-20;100
1363;WED_grab 2315;WED;Germanie;Gaule du nord;0;2;0;0;0;1;0;0;1;1;0;0;0;0;8;non;indéterminé;adulte;-20;100
1364;WED_grab 2316;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;juvenis;-20;100
1365;WED_grab 2318;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;masculin;adulte mature;-20;100
1366;WED_grab 2323;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;non;indéterminé;indéterminé;-20;100
1367;WED_grab 2327;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-20;100
1368;WED_grab 2349;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;jeune adulte ou adulte mature;-20;100
1369;WED_grab 2360;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;non;féminin;adulte mature;-20;100
1370;WED_grab 2361;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;1;5;non;masculin;adulte mature ou sénile;-20;100
1371;WED_grab 2362;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;13;non;indéterminé;infans II;-20;100
1372;WED_grab 2363;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;non;masculin;adulte mature ou sénile;-20;100
1373;WED_grab 2370;WED;Germanie;Gaule du nord;0;4;0;0;6;0;0;0;0;0;0;0;0;0;25;non;féminin ?;adulte;-20;100
1374;WED_grab 2410;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1375;WED_grab 2411;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte sénile;-20;100
1376;WED_grab 2418;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin;adulte mature;-20;100
1377;WED_grab 2421;WED;Germanie;Gaule du nord;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1378;WED_grab 2424;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;non;indéterminé;adulte;-20;100
1379;WED_grab 2425;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;-20;100
1380;WED_grab 2431;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;adulte mature;-20;100
1381;WED_grab 2432;WED;Germanie;Gaule du nord;0;3;0;0;1;0;0;0;0;0;0;0;0;0;4;non;féminin ?;adulte;-20;100
1382;WED_grab 2447;WED;Germanie;Gaule du nord;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;non;féminin ?;adulte;-20;100
1383;WED_grab 2448;WED;Germanie;Gaule du nord;0;2;0;0;0;0;0;0;0;0;0;0;0;4;11;non;indéterminé;adulte;-20;100
1384;WED_grab 2449;WED;Germanie;Gaule du nord;0;2;0;0;4;0;0;0;0;0;0;0;0;0;6;non;masculin ?;adulte;-20;100
1385;WED_grab 2451;WED;Germanie;Gaule du nord;0;1;0;0;3;0;0;0;0;0;0;0;0;0;6;non;masculin ?;adulte mature;-20;100
1386;WED_grab 2455;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;non;indéterminé;juvenis ou adulte;-20;100
1387;WED_grab 2456;WED;Germanie;Gaule du nord;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;non;indéterminé;indéterminé;-20;100
1388;WED_grab 2459;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;masculin ?;adulte;-20;100
1389;WED_grab 246;WED;Germanie;Gaule du nord;0;0;0;0;4;0;0;0;0;0;0;0;0;0;5;non;indéterminé;adulte mature;-20;100
1390;WED_grab 2460;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;non;indéterminé;infans II;-20;100
1391;WED_grab 2462;WED;Germanie;Gaule du nord;0;2;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;-20;100
1392;WED_grab 2463;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;oui;indéterminé + masculin;infans I + adulte mature;-20;100
1393;WED_grab 2469;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;masculin ?;adulte;-20;100
1394;WED_grab 2472;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;masculin ?;adulte;-20;100
1395;WED_grab 248;WED;Germanie;Gaule du nord;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1396;WED_grab 254;WED;Germanie;Gaule du nord;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;non;indéterminé;infans II ou juvenis;-20;100
1397;WED_grab 256;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;infans I;-20;100
1398;WED_grab 257;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1399;WED_grab 258;WED;Germanie;Gaule du nord;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;non;indéterminé;indéterminé;-20;100
1400;WED_grab 261;WED;Germanie;Gaule du nord;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;non;indéterminé;adulte;-20;100
