ID;site_abbreviation;zone_geo;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
1317;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1318;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1319;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1320;RAS;Gaule du nord;indéterminé;clou décoratif ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1321;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1322;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1323;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;2;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1324;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1325;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1326;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1327;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1328;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1329;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1330;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1331;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1332;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1333;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1334;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1335;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1336;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1337;RAS;Gaule du nord;indéterminé;clou de chaussure ?;indéterminé;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1338;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;2;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1339;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1340;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1341;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1342;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1343;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1344;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1345;RAS;Gaule du nord;ameublement;clou décoratif;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1346;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1347;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
1348;RAS;Gaule du nord;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;adulte;150;200;Gaule Belgique;F. 13037;;;
