ID;site_abbreviation;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
5391;SPTC;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 246;Loeschcke 1919, type IB;87;24
5392;SPTC;boisson;gobelet;récipient à boire;1;verre;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 246;;;
5393;SPTC;commerce, échanges;bouteille;bouteille;3;verre;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 246;Isings 1957, type 50a;;
5394;SPTC;indéterminé;coulure;indéterminé;0;fer;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 246;;;
5395;SPTC;parure, vêtement;amulette;pendentif;1;alliage cuivreux;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 246;;29;
5396;SPTC;parure, vêtement;médaillon;pendentif;1;bois de cerf;mobilier résiduel;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 246;;47;
5397;SPTC;divers;virole;divers;1;alliage cuivreux;mobilier résiduel;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 246;;11;
5398;SPTC;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;Loeschcke 1919, type IV;96;21
5399;SPTC;commerce, échanges;bouteille;bouteille;1;verre;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;Isings 1957, type 50a;;
5400;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;Isings 1957, type 28b;;
5401;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;Isings 1957, type 82a1;;
5402;SPTC;toilette, hygiène;miroir;miroir;1;alliage cuivreux;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;Lloyd-Morgan 1981, groupe R;;
5403;SPTC;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;;;25
5404;SPTC;indéterminé;balsamaire ?;indéterminé;1;verre;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;;;
5405;SPTC;parure, vêtement;intaille;parure annulaire bague a intaille;1;verre;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;;;
5406;SPTC;indéterminé;tige;indéterminé;0;os;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;;;
5407;SPTC;ameublement;fermoir de coffret;ameublement;1;alliage cuivreux;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;;act.61;
5408;SPTC;ameublement;verrou de serrure de coffret;ameublement;1;alliage cuivreux;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;;act. 15;
5409;SPTC;ameublement;verrou de serrure de coffret;ameublement;1;alliage cuivreux;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;;act. 15;
5410;SPTC;parure, vêtement;clou de chaussure;clou de chaussure;1;fer;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 247;;;
5411;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;Isings 1957, type 82a1;;
5412;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;Isings 1957, type 82b1;;
5413;SPTC;toilette, hygiène;miroir;miroir;1;alliage cuivreux;dépôt secondaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;Lloyd-Morgan 1981, groupe W1a;anse 33,5;
5414;SPTC;vaisselle;assiette;récipient culinaire;1;verre;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5415;SPTC;boisson;coupe;récipient à boire;1;verre;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5416;SPTC;boisson;coupe;récipient à boire;1;verre;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5417;SPTC;indéterminé;coulure;indéterminé;0;verre;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5418;SPTC;travail du textile;aiguille;travail du textile;1;os;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5419;SPTC;indéterminé;tige;indéterminé;0;os;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5420;SPTC;travail du textile;aiguille;travail du textile;1;os;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5421;SPTC;travail du textile;aiguille;travail du textile;1;os;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5422;SPTC;travail du textile;aiguille;travail du textile;1;os;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;55,5;
5423;SPTC;indéterminé;tige;indéterminé;0;os;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5424;SPTC;indéterminé;tige;indéterminé;0;os;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5425;SPTC;ameublement;clou décoratif;ameublement;2;alliage cuivreux;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;;
5426;SPTC;divers;chaînette;divers;1;alliage cuivreux;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;totale 126;
5427;SPTC;ameublement;clé;ameublement;1;fer;dépôt primaire de mobilier;;tombe-bûcher;non étudié;;non étudié;70;150;Gaule Narbonnaise;tombe 260;;37,8;
5428;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5429;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5430;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5431;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5432;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5433;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5434;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;7;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5435;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5436;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5437;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;5;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13032;;;
5438;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13051;;;
5439;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13051;;;
5440;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13051;;;
5441;RAS;boisson;gobelet;récipient à boire;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13051;"Rütti 1991, type AR 98.1 ; Isings 1957, type 85b";;
5442;RAS;boisson;coupe;récipient à boire;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5443;RAS;indéterminé;objet indéterminé;indéterminé;7;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5444;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;15;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5445;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;202;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5446;RAS;indéterminé;aryballe ?;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5447;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5448;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5449;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5450;RAS;indéterminé;objet indéterminé;indéterminé;45;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5451;RAS;indéterminé;objet indéterminé;indéterminé;11;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5452;RAS;indéterminé;objet indéterminé;indéterminé;9;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5453;RAS;indéterminé;objet indéterminé;indéterminé;97;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5454;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13053;;;
5455;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13054;;;
5456;RAS;commerce, échanges;bouteille;bouteille;1;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;"Rütti 1991, type AR 160 ; Isings 1957, type 51";;
5457;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;48;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5458;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5459;RAS;commerce, échanges;bouteille;bouteille;1;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;"Rütti 1991, type AR 160 ; Isings 1957, type 51";;
5460;RAS;commerce, échanges;bouteille;bouteille;1;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;"Rütti 1991, type AR 160 ; Isings 1957, type 51";;
5461;RAS;commerce, échanges;bouteille;bouteille;5;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5462;RAS;commerce, échanges;bouteille ?;bouteille;17;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5463;RAS;commerce, échanges;bouteille;bouteille;84;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5464;RAS;stockage;pot;récipient de stockage;1;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;"Rütti 1991, type AR 118.2 ; Isings 1957, type 67c1";;
5465;RAS;indéterminé;objet indéterminé;indéterminé;115;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5466;RAS;indéterminé;objet indéterminé;indéterminé;292;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5467;RAS;indéterminé;objet indéterminé;indéterminé;196;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5468;RAS;indéterminé;objet indéterminé;indéterminé;14;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5469;RAS;indéterminé;objet indéterminé;indéterminé;83;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5470;RAS;indéterminé;objet indéterminé;indéterminé;27;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5471;RAS;indéterminé;objet indéterminé;indéterminé;175;verre;dépôt primaire de mobilier;;bûcher en fosse;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13057;;;
5472;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13063;;;
5473;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13063;;;
5474;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13129;;;
5475;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13131;;;
5476;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13132;;;
5477;RAS;vaisselle;vase;récipient indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13168;;;
5478;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13168;;;
5479;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13168;;;
5480;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13168;;;
5481;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13168;;;
5482;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13168;;;
5483;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13168;;;
5484;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire ?;indéterminé;;indéterminé;1;100;Gaule Belgique;F. 13188;;;
5485;RAS;toilette, hygiène;amphorisque;récipient de cosmétique;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13199;;;
5486;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;2;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13199;;;
5487;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13199;;;
5488;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13199;;;
5489;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13199;;;
5490;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13199;;;
5491;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;100;200;Gaule Belgique;F. 13202;;;
5492;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13249;;;
5493;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;1;50;Gaule Belgique;F. 13285;;;
5494;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13311;;;
5495;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13311;;;
5496;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13311;;;
5497;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13311;;;
5498;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt secondaire de mobilier;;crémation secondaire ?;indéterminé;;indéterminé;90;200;Gaule Belgique;F. 13312;;;
5499;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13349;;;
5500;RAS;indéterminé;objet indéterminé;indéterminé;28;verre;dépôt primaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13349;;;
5501;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;1;90;Gaule Belgique;F. 13351;;;
5502;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;dépôt secondaire de mobilier;;crémation secondaire indéterminée;indéterminé;;indéterminé;1;90;Gaule Belgique;F. 13351;;;
5503;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5504;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5505;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5506;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5507;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5508;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5509;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5510;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5511;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5512;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5513;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5514;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5515;RAS;indéterminé;objet indéterminé;indéterminé;3;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5516;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;3;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5517;RAS;vaisselle;vaisselle indéterminée;récipient indéterminé;3;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5518;RAS;indéterminé;objet indéterminé;indéterminé;7;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;1;200;Gaule Belgique;F. 13385;;;
5519;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13400;;;
5520;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13400;;;
5521;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13400;;;
5522;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;150;200;Gaule Belgique;F. 13400;;;
5523;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13425;;;
5524;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13425;;;
5525;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13425;;;
5526;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13425;;;
5527;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13425;;;
5528;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13425;;;
5529;RAS;indéterminé;objet indéterminé;indéterminé;2;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13425;;;
5530;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13425;;;
5531;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13426;;;
5532;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire indéterminée;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13426;;;
5533;RAS;indéterminé;objet indéterminé;indéterminé;1;verre;modalité de dépôt inconnue;indéterminé;crémation secondaire ?;indéterminé;;indéterminé;-50;300;Gaule Belgique;F. 13461;;;
