ID;site_abbreviation;fonction_nom;obj_nom;nouvelle_categorie;obj_nmi;materiau_nom;depot_nom;obj_remarque;typeSep_nom;defunt_genre;defunt_age;defunt_classe_age;phase_date_debut;phase_date_fin;province_nom;us_nom;obj_typologie;obj_longueur;obj_hauteur
130;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2065, INC 1;;act. 18;
131;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2067, INC 1;;max. act. 31;
132;RICH;indéterminé;objet indéterminé;indéterminé;1;fer;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2075, INC 1;;;
133;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;US 2112, INC 1;;;
134;RICH;travail du textile;quenouille;travail du textile;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 163;
135;RICH;toilette, hygiène;miroir;miroir;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;Lloyd-Morgan 1981, type Ra;act. 70;
136;RICH;ameublement;clou décoratif;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 15;
137;RICH;ameublement;protège-serrure;ameublement;2;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;max 28,5;
138;RICH;ameublement;clou décoratif;ameublement;2;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;max. act. 15;
139;RICH;ameublement;clou décoratif;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 8;
140;RICH;toilette, hygiène;plaquage ?;petite boite ou pyxide;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
141;RICH;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;;25
142;RICH;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 27;
143;RICH;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 66;
144;RICH;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 24;
145;RICH;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 19;
146;RICH;ameublement;charnière;ameublement;1;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 58;
147;RICH;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux, fer;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 50;
148;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 30;
149;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 13;
150;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 18;
151;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 13;
152;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;max. act. 13;
153;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. protège-serrure 21;
154;RICH;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2094, INC 14;;act. 11;
155;RICH;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;max. act. 10;
156;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;act. 4;
157;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
158;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
159;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
160;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
161;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
162;RICH;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;max. act. 18;
163;RICH;indéterminé;objet indéterminé;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
164;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
165;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
166;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
167;RICH;indéterminé;coulure;indéterminé;0;alliage cuivreux;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;50;130;Gaule Narbonnaise;US 2097, INC 14;;;
168;RICH;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;130;199;Gaule Narbonnaise;INC 1;Loeschcke IXb;;
169;RICH;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;;tombe-bûcher;indéterminé;;adulte;130;199;Gaule Narbonnaise;INC 13;Loeschcke IXb;;
170;RICH;éclairage;lampe à huile;éclairage;1;terre cuite;modalité de dépôt inconnue;;dépôt secondaire de résidus de crémation;indéterminé;;adulte;150;250;Gaule Narbonnaise;INC 10;Loeschcke VIII;;
171;SPTC;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 39;;;
172;SPTC;écriture;stylet;intrument écriture sur cire;1;fer;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 39;;act. 109;
173;SPTC;indéterminé;alène ?;indéterminé;1;fer;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 39;;act. 157;
174;SPTC;funéraire;urne;urne;1;pierre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 44;;;act. 170
175;SPTC;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 44;;;
176;SPTC;commerce, échanges;bouteille;bouteille;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 44;Isings 1957, type 50a;;75
177;SPTC;ameublement;crampon à anneau;ameublement;1;alliage cuivreux, fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 44;;;
178;SPTC;funéraire;urne;urne;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;155
179;SPTC;funéraire;couvercle d'urne;urne;1;verre;modalité de dépôt inconnue;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 66a;;38
180;SPTC;boisson;cruche;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 15;;135
181;SPTC;boisson;cruche;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 15;;179
182;SPTC;boisson;cruche;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 15;;
183;SPTC;boisson;coupe;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 3b;;58
184;SPTC;boisson;coupe;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 17;;59
185;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 26a;;78
186;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 26a;;
187;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8/28a;;
188;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8/28a;;80
189;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8;;98
190;SPTC;toilette, hygiène;pyxide;petite boite ou pyxide;1;os;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Béal, Feugère 1983, type 1a;;28,3
191;SPTC;toilette, hygiène;miroir;miroir;1;alliage cuivreux;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Lloyd-Morgan 1981, groupe A;143;
192;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8;;
193;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
194;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
195;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
196;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
197;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Isings 1957, type 8;;
198;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
199;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
200;SPTC;indéterminé;balsamaire ?;indéterminé;1;verre;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
201;SPTC;jeu, comptage;jeton;élément de jeu;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Béal 1983, type A.XXXIII.6;;
202;SPTC;indéterminé;tige;indéterminé;0;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;17,3;
203;SPTC;indéterminé;charnière ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;19,5
204;SPTC;ameublement;élément de serrure;ameublement;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;17,3
205;SPTC;ameublement;élément de serrure;ameublement;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;15,8;
206;SPTC;indéterminé;placage ?;indéterminé;1;os;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;17
207;SPTC;toilette, hygiène;anse de miroir;miroir;1;alliage cuivreux;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;Lloyd-Morgan 1981, groupe Rd;43,5;
208;SPTC;ameublement;crampon à anneau;ameublement;1;alliage cuivreux, fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;35;
209;SPTC;ameublement;crampon à anneau;ameublement;1;fer;dépôt primaire de mobilier;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;41;
210;SPTC;travail du textile;peigne à laine;travail du textile;1;fer;mobilier résiduel;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;;
211;SPTC;indéterminé;objet indéterminé;indéterminé;0;fer;mobilier résiduel;;crémation secondaire à urne;indéterminé;;adulte;15;70;Gaule Narbonnaise;tombe 164;;30;
212;SPTC;boisson;gobelet;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;15;100;Gaule Narbonnaise;tombe 47;Isings 1957, type 12;;
213;SPTC;boisson;coupe;récipient à boire;1;verre;mobilier résiduel;;crémation secondaire en fosse;indéterminé;;adulte;15;100;Gaule Narbonnaise;tombe 47;Isings 1957, type 3b;;
214;SPTC;jeu, comptage;jeton;élément de jeu;1;pierre;mobilier résiduel;;crémation secondaire en fosse;indéterminé;;adulte;15;100;Gaule Narbonnaise;tombe 47;;;
215;SPTC;stockage;pot;récipient de stockage;1;verre;dépôt secondaire incertain;;crémation secondaire avec amas osseux;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 16;;;78
216;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire avec amas osseux;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 16;Isings 1957, type 8;;118
217;SPTC;toilette, hygiène;miroir;miroir;1;alliage cuivreux;modalité de dépôt inconnue;var. Rd;crémation secondaire avec amas osseux;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 16;Lloyd-Morgan 1981, groupe Rd;;
218;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 16;Isings 1957, type 8;;
219;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 16;Isings 1957, type 8;;
220;SPTC;divers;chainette;divers;1;or;dépôt primaire de mobilier;;crémation secondaire avec amas osseux;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 16;;act. 20;
221;SPTC;éclairage;lampe à huile;éclairage;1;terre cuite;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 17;Loeschcke 1919, variante type VIII;88;26
222;SPTC;boisson;gobelet;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 17;;;97
223;SPTC;boisson;pichet;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 17;Isings 1957, variante type 57;;98
224;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire à urne;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 17;Isings 1957, type 28a;;100
225;SPTC;boisson;coupe;récipient à boire;1;verre;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 22;;;
226;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt secondaire incertain;;crémation secondaire en fosse;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 22;Isings 1957, type 28a;;
227;SPTC;toilette, hygiène;balsamaire;balsamaire;5;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 22;Isings 1957, type 8;;
228;SPTC;toilette, hygiène;balsamaire;balsamaire;1;verre;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 22;Isings 1957, type 8;;
229;SPTC;parure, vêtement;intaille;parure annulaire bague a intaille;1;nicolo;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 22;;11,3;
230;SPTC;jeu, comptage;dé à jouer;élément de jeu;1;os;dépôt primaire de mobilier;;crémation secondaire en fosse;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 22;Béal 1983, type B.III;9,8;10,7
231;SPTC;ameublement;élément de placage;ameublement;1;os;mobilier résiduel;;crémation secondaire en fosse;indéterminé;;adulte;60;100;Gaule Narbonnaise;tombe 22;;17,9;
